Principio Activo,Cantidad de Medicamentos,Nombre en Inglés
CLORHIDRATO DE PIRIDOXINA (VIT B6),1,N/A
TRIHIDRATO DE AMOXICILINA EQUIVALENTE A AMOXICILINA 250 MG,1,N/A
CELULOSA MICROCRISTALINA PH101,1,N/A
RETAPAMULINA,1,N/A
ERITROMICINA ETILSUCCINATO 587.284 MG ( EQUIVALENTE ADE ERITROMICINA BASE),1,N/A
OCTILDIMETILPABA,1,N/A
LOSARTAN SAL MOONO-POTASICA,1,N/A
COLECALCIFEROL EQUIVALENTE A 200 U.I DE VITAMINA D3,1,N/A
PIRENONA CSE 10-1 (PIRETRINAS 1%. BUTOXIDO DE PIPERILO 10%. DESTILADO DE PETROLEO 4%. ALCOHOL BENZILICO 8%. INGREDIENTES INERTES),1,N/A
VANADIO (METAVANABDATO DE SODIO),1,N/A
VITAMINA A EN FORMA DE VITAMINA A PALMITATO,1,N/A
EXTRACTO STANDARIZADO DE GINSENG PANAX (EQUIVALENTE AL 28% DE GINSENÓSIDOS),1,N/A
COMPOSICIÓN DE LOS MICROGRANULOS: ACIDO ASCORBICO 100%,1,N/A
DACTINOMICINA,1,N/A
IBUPROFENO CD 66% EQUIVALENTE A IBUPROFENO,1,N/A
CARBOPOL 934P ( CARBÓMERO 934P),1,N/A
VITAMINA B12 ( EQUIVALENTE A 12 MCG DE VITAMINAB12),1,N/A
PALMITATO DE CLORANFENICOL EQUIVALENTE A CLORANFENICOL BASE,1,N/A
VITAMINA D3 (1'000000 UI G),1,N/A
CEFTAZIDIMA PENTAHIDRATO ESTÉRIL EQUIVALENTE A CEFTAZIDIMA BASE,1,N/A
SUBCITRATO DE BISMUTO COLOIDAL EQUIVALENTE A 120 MG,1,N/A
CLORHEXIDINAGLUCONATO AL 20 % EQUIVALENTE4 G DECLORHEXIDINAGLUCONATO,1,N/A
DIPIRONA MONOHIODRATO,1,N/A
KETOCONAZOL MICRONIZADO USP,1,N/A
AZITROMICINA DIHIDRATO 524MG EQUIVALENTE AAZITROMICINA ANHIDRA,1,N/A
METOCLOPRAMIDA CLORHIDRATO MONOHIDRATO (EQUIVALENTE A 10MG DE METOCLOPRAMIDA BASE),1,N/A
SULFATO DE GLUCOSAMINA (EQUIVALENTE A 1884 MG DE SULFATO DE GLUCOSAMINA CRISTALINA),1,N/A
ERITROPOYETINA HUMANA RECOMBINANTE ( EPOETIN ALFA),1,N/A
CLORURO DESODIO USP,1,N/A
HIERRO FERRONILO EQUIVALENTE A HIERRO ELEMENTAL,1,N/A
METOCLOPRAMIDA CLORHIDRATO 2.73 MG EQUIVALENTE A METOCLOPRAMIDA BASE,1,N/A
VITAMINA A (PALMITATO DE RETINOL),1,N/A
GESTODENO (GRAGEA BLANCA),1,N/A
AMOXICILINA TRIHIDRATO COMPACTADA EQUIVALENTE A AMOXICILINA ANHIDRA,1,N/A
MOXIFLOXACINO CLORHIDRATO EQUIVALENTE A DE MOXIFLOXACINO BASE,1,N/A
CLINDAMICINA FOSFATO (EQUIVALENTE A CLINDAMICINABASE),1,N/A
CLOROFILA,1,N/A
ACETAMINOFEN (PRECOMPACTADO 90%) EQUIVALENTE A ACETAMINOFEN BASE,1,N/A
ACETAMINOFEN DCI 90% EQUIVALENTE A ACETAMINOFEN,1,N/A
ACEITE DE LIMON,1,N/A
METAVANADATO DE SODIOEQUIVALENTE A VANADIO,1,N/A
TIAMINA MONONITRATO 98 % (EQUIVALENTE A 3.0 MG DE TIAMINA),1,N/A
SULTAMICINA TOSILATO EQUIVALENTE A 375 MG DE SULTAMICINA,1,N/A
ACETATO DE DL ALFA TOCOFERILO,1,N/A
FOSFATO DE CALCIO TRIBÁSICO EQUIVALENTE A 1086.3 MG DE CALCIO,1,N/A
DULOXETINA CLORHIDRATO EQUIVALENTE A DULOXETINA,1,N/A
LEVOTIROXINA SODICA (EQUIVALENTE A 100 MCG. DE LEVOTIROXINA BASE),1,N/A
FLUBENDAZOLMICRONIZADO,1,N/A
CICLOFOSFAMIDA MONOHIDRATO EQUIVALENTE A CICLOFOSFAMIDA ANHIDRA,1,N/A
GLUCOSAMINA CLORHIDRATO EQUIVALENTE A GLUCOSAMINA 500MG,1,N/A
ALMIDON PREGELATINIZADO USP,1,N/A
GLUCONATO DE ZINC EQUIVALENTEA ZINC,1,N/A
AGUA DESTILADA PARA INYECCION,1,N/A
POLISACARIDO PURIFICADO DE NEISSERIA MENINGIDITIS GRUPO C,1,N/A
CIPROFLOXACINO CLORHIDRATO MONOHIDRATO 582 MG EQUIVALENTE A CIPROFLOXACINA,1,N/A
HIDRÓXIDO DE ALUMINIO POLVO 666.0 MG.( EQUIVALENTE A HIDRÓXIDO DE ALUMINIO 100%),1,N/A
BESILATO DE CISTRACURIO (EQUIVALENTE A 150 MG CISTRACURIO BASE),1,N/A
SELENIO (METIONINA),1,N/A
CLORURO DE CROMO HEXAHIDRATADO 51.25 MCG EQUIVALENTE A CROMO,1,N/A
BROMFENIRAMINA MALEATO,1,N/A
AMINOACIDOS,1,N/A
EXTRACTO SECO DE PASIFLORA,1,N/A
DIATRIZOATO SODICO,1,N/A
CISAPRIDA MONOHIDRATO EQUIVALENTE A CISAPRIDA ANHIDRA,1,N/A
KOLLIDONK-30 (POVIDONA),1,N/A
PEROXIDO DE HIDROGENO (EQUIVALENTE A 12 VOLUMENES DE OXIGENO),1,N/A
VIRUS VIVOS ATENUADOS DE PAROTIDITIS DE LA CEPA L- ZAGREB MUMPS,1,N/A
CITALOPRAM BROMHIDRATO EQUIVALENTE A CITALOPRAM,1,N/A
FOSFATO TRICALCICO ( EQUIVALENTE A 503 MG DE CALCIO),1,N/A
VITAMINA B2 EQUIVALENTE A RIBOFLAVINA,1,N/A
VITAMINA D3 (COLECALCIFEROL) 2000 UI,1,N/A
ACIDO ZOLEDRÓNICO MONOHIDRATO (4.264 MG) EQUIVALENTE A ACIDO ZOLEDRÓNICO ANHIDRO,1,N/A
CROMOGLICATO DE SODIO (100%),1,N/A
KETOCONAZOL 200 MG.,1,N/A
ESOMEPRAZOL MAGNESICO TRIHIDRATO PELLETS EQUIVALENTE ADE ESOMEPRAZOL,1,N/A
ATOMOXETINA CLORHIDRATO 28.57MG EQUIVALENTE A ATOMOXETINA,1,N/A
200DL50 VENENO DESHIDRATADO DE LACHESSIS SP,1,N/A
MALEATO DE CLORFENAMINA,1,N/A
ALBÚMINA HUMANA AL 5%,1,N/A
FLUNARIZINA DICLORHIDRATO EQUIVALENTE AFLUNARIZINA BASE,1,N/A
AMLODIPINO BESILATO 13.870 MG. EQUIVALENTE A AMLODIPINO BASE,1,N/A
HEPARINA SODICA EQUIVALENTE A 25000U.I.,1,N/A
ALENDRONATO SÓDICO. EQUIVALENTE A ACIDO ALENDRÓNICO,1,N/A
DOXAZOSINA MESILATOEQUIVALENTE ADOXAZOSINA BASE,1,N/A
CUPRIC (CUPRIC SULFATE),1,N/A
DICLOFENACO SODICO EN FORMA DE MICROGRANULOS,1,N/A
SULFATO DE MAGNESIO. 7H2O,1,N/A
MAGNESIO (XIDO),1,N/A
GLICLAZIDE,1,N/A
MICROGRANULOS DE CLARITROMICINA,1,N/A
FOSFATO DE CODEINA HEMIHIDRATO,1,N/A
BUPIVACAÍNA CLORHIDRATO,1,N/A
VITAMINA E ( DL ALFA TOCOFERIL ACETATO),1,N/A
AMPICILINA TRIHIDRATO (EQUIVALENTE A 0.500 G DE AMPICILINA ANHIDRA),1,N/A
VALPROATO SÓDICO 5.877 G EQUIVALENTE A ÁCIDO VALPROICO,1,N/A
C. MICROC. 101NF,1,N/A
EXTRACTO BLANDO DE RUIBARBO 50%,1,N/A
INSULINAHUMANA (ORIGEN ADN RECOMBINANTE),1,N/A
SERTRALINA CLORHIDRATO EQUIVALENTE ADE SERTRALINA BASE,1,N/A
RIBOFLAVINA ( VITAMINA B2 ),1,N/A
MISOPROSTOL 1% EQUIVALENTE A MISOPROSTOL 50MCG,1,N/A
CLORURO DE SODIO (CORRESPONDIENTE A 20 MEQ DE NA),1,N/A
POVIDONA (PVP K-30),1,N/A
RIBOFLAVINA 98% (EQUIVALENTE A 3.4 MG DE VITAMINA B12),1,N/A
RANITIDINA CLORHIDRATO 334.8 EQUIVALENTE A RANITIDINA BASE,1,N/A
AGUA ESTÉRIL PARA INYECCIÓN,1,N/A
AMPICILINA SODICAEQUIVALENTE A AMPICILINA,1,N/A
AMODIAQUINA CLORHIDRATO,1,N/A
SULFATO DE MANGANESO (EQUIVALENTE A 2.5 MG DE MANGANESO ELEMENTAL),1,N/A
CARBONATO DE CALCIO 40% EQUIVALENTE A 40 MG DE CA,1,N/A
IDOXURIDINA,1,N/A
ACIDO URSODEOXICÓLICO,1,N/A
TAMOXIFENO (CORRESPONDIENTE A CITRATO DE TAMOXIFENO 30.34 MG),1,N/A
FUMARATO FERROSO (EQUIVALENTE A 100 MG DE HIERRO),1,N/A
ROSUVASTATINA CÁLCICA EQUIVALENTE A ROSUVASTATINA,1,N/A
POLIETILENGLICOL 4000,1,N/A
CODEINA -POLI (ESTIRENO. DIVINILBENCENO) SULFONATO (EQUIVALENTE A CODEINA 30 MG.),1,N/A
L-LEUCINE,1,N/A
PROGESTERONA (MICRONIZADA),1,N/A
PANTOTENATO DE CALCIOUSP,1,N/A
CLAVULANATO DE POTASIO (EQUIVALENTE A 0.625 G. DE ACIDO CLAVULONICO),1,N/A
LEVOAMLODIPINO BESILATO (6.932 MG) EQUIVALENTE A LEVOAMLODIPINO,1,N/A
DICLOFENACO SODICO EN MICROGRANULOS* 500 MG. EQUIVALENTE A DICLOFENACO SODICO,1,N/A
ALPRAZOLAMUSP,1,N/A
HIDROXIDO DE MAGNESIO (239.87 MG) EQUIVALENTE A MAGNESIO,1,N/A
ACIDO CLAVULANICO (COMO SAL POTASICA),1,N/A
RIVASTIGMINA TARTRATO 9.6 EQUIVALENTE A RIVASTIGMINA BASE,1,N/A
ZIDOVUDINE,1,N/A
GENTAMICINA SULFATO (35 MG) EQUIVALENTE A GENTAMICINA BASE,1,N/A
SULFATODEMANGANESOMONOHIDRATADO EQUIVALENTEAMANGANESO,1,N/A
CLORO COMO CLORURO DE POTASIO. CLORURO DE MAGNESIO Y CLORURO DE CROMIO,1,N/A
RANITIDINA CLORHIDRATO (EQUIVALENTE A 150 MG DE BASE ),1,N/A
ADRENALINA BITARTRATO EQUIVALENTE A ADRENALINA,1,N/A
VACUNA CONTRA TOSFERINA (B PERTUSSIS),1,N/A
FACTOR ANTIHEMOFILICO RECOMBINANTE (RAHF) 220-,1,N/A
KETAMINA CLORHIDRATO 57.5 MG/ML EQUIVALENTE A50.0 MG/ML DE KETAMINA,1,N/A
PENICILINA G BENZATINICA ESTERILEQUVALENTE A PENICILINA G,1,N/A
TRITREXATO (BASE LIBRE),1,N/A
DOLOMITA ( MEZCLA DE CARBONATO DE CALCIO Y MAGNESIO EQUIVALENTE A CALCIO 130 MG Y MAGNESIO 78 MG),1,N/A
GRANUDIAL AF00 CONTIENE POR BOLSA DE GRANULADO: CLORURO DE SODIO,1,N/A
DICLOFENACO ACIDO LIBRE 46.5 MG COMO DICLOFENACO SODICO,1,N/A
MALEATO HIDROGENADO DE TEGASEROD EQUIVALENTE A TEGASEROD 6 MG,1,N/A
MESILATO DE IMATINIB EQUIVALENTE A IMATINIB 100 MG,1,N/A
DOXAZOSINA MESILATO 2.43(EQUIVALENTE A 2.0 MG DE DOXAZOSINA),1,N/A
YODOPOLIVINILPRIRROLIDONA (EQUIVALENTE A YODO ACTIVO),1,N/A
ACETAMINOFEN COMPRESIÓN DIRECTA 90% EQUIVALENTE A ACETAMINOFEN,1,N/A
SOLUCIÓN DE ALQUITRAN DE HULLA,1,N/A
QUETIAPINA FUMARATO 230.4 MG EQUIVALENTE A QUETIAPINA,1,N/A
COLECALCIFEROL EQUIVALENTE A 200UI DE VITAMINA D3,1,N/A
EXTRACTO VEGETAL:HIERBAMORA.QUINA.ROMERO Y EUCALIPTO,1,N/A
REVIPARINA SÓDICA EQUIVALENTE A,1,N/A
CODEINA BASE EQUIVALENTE A CODEINA BASE ANHIDRA,1,N/A
ATORVASTATINA CÁLCICA 82.87 MG EQUIVALENTE A ATORVASTATINA,1,N/A
GUAYACOLATO GLICERILO,1,N/A
RANITIDINA CLORHIDRATO 167.40 MG EQUIVALENTE A RANITIDINA BASE,1,N/A
VITAMINA A (ACETATO Y BETACAROTENO),1,N/A
SIROLIMUS,1,N/A
VITAMINA A ACETATOEQUIVALENTE A VITAMINA A,1,N/A
LVADURA DE SELENIO EQUIVALENTE A 70 MCG DE SELENIO,1,N/A
CINACALCET CLORHIDRATO,1,N/A
DOMPERIDONA MALEATO EQUIVALENTE A DOMPERIDONA,1,N/A
COMPARTIMIENTO 3: ACEITE DE SOYA PURIFICADO,1,N/A
CITRIC PEPTINE,1,N/A
EXTRACTO SECO DE SOYA (HIPOCOTILO)CONTIENE27% - 33% DE ISOFALVONAS TOTALES EQUIVALENTES A ISOFLAVONAS DE SOYA 35 MG,1,N/A
ANTIGENO DE SUPERFICIE HBV INACTIVADO,1,N/A
SULBACTAM SODICO ESTERIL EQUIVALENTE A SULBACTAM BASE,1,N/A
HIDROGENMALEATO DE LISURIDA,1,N/A
CITRATO DE SODIO HIDRATADO,1,N/A
IBUPROFENO CD 90% 447.9MG(IBUPROF90%+ ALMIDON PREGELATINIZAD3%+ CELULOSA MICROCRIST 0.5%+ LAURIL SULF SOD 0.15%+ ALMIDON MAIZ 0.5%+ DIOXIDO SILIC COLOID 1%+ POVIDONAK90 0.9%+ ACID STEARIC 1.4%+ CROSCARMELOS SODIC2.25%+ TALC 0.3%) EQUIVALENTE A IBUPROFENO,1,N/A
SULFASALAZINA CON POLIVIDONA EQUIVALENTE A SULFASALAZINA,1,N/A
SULFATO DE GENTAMICINA 68 MG EQUIVALENTE A GENTAMICINA BASE,1,N/A
ATORVASTATINA CALCICA EQUIVALENTE A ATORVASTATINA BASE,1,N/A
ACEITE DE OLIVA REFINADO + ACEITE DE SOYA REFINADO,1,N/A
ALCOHOL ETILICO DESNATURALIZADO,1,N/A
VITAMINA E (D-ALFA TOCOPHEROL),1,N/A
COMPLEJO YODO ETER LAURIL SULFATO DE SODIO,1,N/A
VENLAFAXINA CLORHIDRATO EN PELLETS EQUIVALENTE A VENLAFAXINA,1,N/A
MOLIBDENO COMO SODIO MOLIBDATO,1,N/A
LIDOCAINA CLORHIDRATO USP 8COMO LIDOCAINA CLORHIDRATO MONOHIDRATO),1,N/A
COBRE COMO OXIDO CUPRICO AL 50%,1,N/A
BIFIDOBACTERIUM BREVE RO70 10% (DE LOS 59 MG ITEM1),1,N/A
ANATOXINA TETANICA PURIFICADA OBTENIDA POR DETOXIFICACION DE LA TOXINA,1,N/A
IPRIOFLAVONA,1,N/A
HIDROXICINA EQUIVALENTE A 250. MG DE HIDROXICINA BASE,1,N/A
AMPICILINA SODICA ESTERIL EQUIVALENTE AAMPICILINA BASE,1,N/A
ACETATO POTÁSICO 2.454 ACETATO MAGNESICO .4H2O 0.558G FOSFATO MONOSÓDICO 2 H2O 1.404G HIDRÓXIDO SÓDICO 0.20G.,1,N/A
FENILEFRINA CLORHIDRATO 100.0 %,1,N/A
ERGOLID MESILATO,1,N/A
GLUCOSA MONOHIDRATO EQUIVALENTE A,1,N/A
FOSFATO DE POTASIO DIBASICO USP,1,N/A
CIPROFLOXACINA MONOHIDRATO (EQUIVALENTE A 250 MG DE CIPROFLOXACINA BASE),1,N/A
CODEINA FOSFATO 32.0 MG EQUIVALENTE A CODEINA BASE,1,N/A
AMLODIPINO BESILATO 6.934 MG EQUIVALENTE A AMLODIPINO BASE,1,N/A
BUFLOMEDIL CLOHIDRATO,1,N/A
AMOXICILINA TRIHIDRATO(EQUIVALENTE A AMOXICILINA 250 MG.),1,N/A
DICLOFENACO DIETILAMONICO 1.16 G EQUIVALENTE A DICLOFENACO,1,N/A
CALCIO ASCORBATO,1,N/A
EXTRACTO SECO ESTANDARIZADO DE RAÍZ DE KAVA KAVA 100 MG AJUSTADO PARA CONTENER LACTONAS KAVA,1,N/A
INMUNOGLOBULINA HUMANA ANTI-D (RHO),1,N/A
GANCICLOVIR,1,N/A
L-LISINA (CLORHIDRATO),1,N/A
FOSFATO DIACIDO DE POTASIO,1,N/A
SULFAMETOTAZOLE USP,1,N/A
CARBONATO DE CALCIO(EQUIVALENTE A 500.00MG DE CALCIO),1,N/A
AMIKACINA SULFATO156.7 MGEQUIVALENTE A AMIKACINA BASE,1,N/A
BETAMETASONA VALERATO EQUIVALENTE A BETAMETASONA,1,N/A
MONONITRATO DE TIAMINA (2.475 MG) EQUIVALENTE A VITAMINA B1,1,N/A
CLONIXINATO DE LISINA EQUIVALENTE A CLONIXINO,1,N/A
CÁMARA 1: CLORURO DE SODIO,1,N/A
ÓXIDO CÚPRICO EQUIVALENTE A COBRE,1,N/A
DIPROPIONATO DE BETAMETYASONA0.643 G EQUIVALENTE A BETAMETASONA BASE,1,N/A
HIDROCODONA BITARTRATOUSP,1,N/A
CEFEPIME CLORHIDRATO EQUIVALENTE A CEFEPIME,1,N/A
CLORHIDRATO DE QUINAPRIL (EQUIVALENTE A QUINAPRIL BASE),1,N/A
ACETATO DE ALUMINIO (EQUIVALENTE A 9.8ML DE SOLUCIÓN DE BURROW,1,N/A
ACIDO ACETIL SALICILICO (CRISTALINA) BP,1,N/A
NÚCLEO: ÁCIDO URSODEOXICÓLICO,1,N/A
AMLODIPINO BESILATO 13.89 MGEQUIVALENTE A AMLODIPINO BASE,1,N/A
CAPSAICINA (COMO CONCENTRADO EN CREMA 0.484 G.),1,N/A
CICLOSERINA,1,N/A
BETACAROTENO (0.721 MG) EQUIVALENTE A VITAMINA A,1,N/A
NAPROXENO SÓDICO EQUIV. A NAPROXENO,1,N/A
ONDANSETRON CLORHIDRATO DIHIDRATO 10 MG EQUIVALENTE A ONDANSETRON,1,N/A
ACIDO MALICO,1,N/A
CARBONATO DE CALCIO 1500 MGEQUIVALENTE A CALCIO+2,1,N/A
VITAMINA A (PALMITATO DE VITAMINA A),1,N/A
SALBUTAMOL BASE MICRONIZADO (D.C.I.),1,N/A
GLUCONATO DE CALCIO 4.41 G EQUIVALENTE ACALCIO ELEMENTAL,1,N/A
ATORVASTATINA CÁLCICA TRIHIDRATO EQUIVALENTE A ATORVASTATINA 10 MG,1,N/A
AMOXICILINA TRIHIDRATO 584.8 MG EQUIVALENTE A AMOXCILINA,1,N/A
TRAMADOL HCL 101.0MG EQUIVALENTE A TRAMADOL BASE,1,N/A
SIMETICONA EN POLVO DC. EQUIVALENTE A SIMETICONA,1,N/A
ACIDO PANTOTENICO EN FORMA DE CALCIO D-PANTOTENATO,1,N/A
DIETANOLAMIDA LAURICA (AMADOL 5195),1,N/A
DICLOFENAC DIETILAMINA,1,N/A
ROSUVASTATINA CALCICA 5.20 MG EQUIVALENTE A ROSUVASTATINA,1,N/A
BLEOMICINA SULFATO. EQUIVALENTE A BLEOMICINA BASE,1,N/A
LISINA HCL,1,N/A
CLOTRIMIAZOL,1,N/A
TERBINAFINA CLORHIDRATO 88%B.H282.200 MG ( EQUIVALENTE A TERBINAFINA BASE,1,N/A
ESOMEPRAZOL MAGNESICO (EQUIVALENTE A ESOMEPRAZOL BASE 40.0 MG),1,N/A
VITAMINAD3 (CHOLECALCIFEROL) EQUIVALENTE A VITAMINA D,1,N/A
AMLODIPINO BESILATO (13.88 MG) EQUIVALENTE A AMLODIPINO BASE,1,N/A
SULFATO FERROSO HEPTAHIDRATADO (EQUIVALENTE A 105 MG DE HIERRO),1,N/A
YODOPOVIDONA USP (10% YODO DISPONIBLE),1,N/A
GLUCOSAMINA SULFATO SÓDICA EQUIVALENTE A GLUCOSAMINA,1,N/A
DICLOFENACO SODICO EQUIVALENTE A DICLOFENACO BASE,1,N/A
SULFATO FERROSOS DESECADO (EQUIVALENTE A 64 MG DE HIERRO ELEMENTAL),1,N/A
VITAMINAE(DL - ALFA TOCOFERIL ACETATO),1,N/A
CLORHIDRATO DE IDARUBICINA,1,N/A
DICLOFENACO SODICO EN MICROGRANULOS 500 MG.. EQUIVALENTE A DICLOFENACO SODICO,1,N/A
D-GLUCOSAMINA SULFATO SODICO (EQUIVALENTE A 400MG DE SULFATO DE GLUCOSAMINA),1,N/A
BACITRACINA ZINC CORRESPONDIENTE A,1,N/A
BROMELINA,1,N/A
CEFTRIAXONA SODICA ESTERIAL EQUIVALENTE A CEFTRIAXONA BASE,1,N/A
HIDROXIDO DE MAGNESIO GEL 29% EQUIVALENTE A HIDROXIDO DE MAGNESIO,1,N/A
PIRIDOXINA CLORHIDRATO 80.4 % (EQUIBVALENTE10 MGDEPIRIDOXINA - VITAMINA B6-),1,N/A
ERITROMICINA (COMO ETILSUCCINATO DE ERITROMICINA USP 850 MCG/MG),1,N/A
VITAMINA D TIPO 100EQUIVALENTE A 200 UI,1,N/A
ITRACONAZOL EN MICROGRANULOS RECUBIERTOSEQUIVALENTE A ITRACONAZOL,1,N/A
CLORPROMAZINA CLORHIDRATO (EQUIVALENTE A 25 MG DE BASE),1,N/A
MERBROMIN,1,N/A
NAPROXENO SÓDICO EQUIVALENTE A DE NAPROXENO BASE,1,N/A
HIDROXIDO DE ALUMINIO GEL (EQUIVALENTE A 4 G DE HIDROXIDO DE ALUMINIO),1,N/A
METRONIDAZOL BENZOATO (8.041 MG) EQUIVALENTE METRONIDAZOL BASE,1,N/A
IBUPROFENO COMPRESIÓN DIRECTA 66%. 909.091MG EQUIVALENTES A,1,N/A
ATORVASTATINA (COMO ATORVASTATINA CALCICA TRIHIDRATO 10.85 MG),1,N/A
AZUCARES (COMO FRUCTOSA),1,N/A
CETIRIZINADIHIDROCLORURO,1,N/A
HIDROXICLOROQUINA SULFATO,1,N/A
ETINIL ESTRADIOL USP MICRONIZADO,1,N/A
CLORANFENICOL (EN FORMA DE SUCCINATO SODICO DE CLORANFENICOL),1,N/A
HIERRO (COMOSULFATO FERROSO 12.5% DE HUMEDAD 40.2 MG),1,N/A
DIMENHIDRINATO,1,N/A
VIRUS ATENUADOS DE VARICELA (CEPA MAV/06) NLT,1,N/A
ZINC (COMO SULFATO DE ZINC MONOHIDRATO. 37.2 MG),1,N/A
PRIMIDONA,1,N/A
VITAMINA B1 EN FORMA DE TIAMINA CLORURO ESTER FOSFORICO,1,N/A
ACETATO DE VITAMINA E SECA,1,N/A
IBANDRONATO MONOSODICO MONOHIDRATADO ( EQUIVALENTE A 150 MG/ CAP DE ACIDO IBANDRONICO),1,N/A
CLINDAMICINA CLORHIDRATO (EQUIVALENTE A CLINDAMICINA BASE),1,N/A
DOLOMITA NATURAL (EQUIVALENTE A 130 MG DE CALCIO Y 78 MG DE MAGNESIO),1,N/A
ESPORAS DE BACILLUS CLAUSII RESISTENTE A POLIANTIBIOTICOS,1,N/A
CEFACLOR MONOHIDRATADO EQUIVALENTE A CEFACLOR ANHIDRO,1,N/A
FILAMENTOS DE HEMAGLUTININA (FHA),1,N/A
CLORFENIRAMINAMALEATO USP,1,N/A
PEMETREXED DISODICO HEMIPENTAHIDRATADO EQUIVALENTE A PEMETREXED,1,N/A
SALBUTAMOL SULFATO EQUIVALENTE A SALBUTAMOL BASE (0.20% W/W),1,N/A
FABOTERÁPICO POLIVALENTEANTIALACRÁN MODIFICADO PORDIGENSTIÓNENZIMÁTICA CONUNACAPACIDADNEUTRALIZANTE DE150 DL 50DE VENENO DE ALACRÁN DELGÉNEROCENTRUROIDES,1,N/A
ALCOHOL ETILICO DESNATURIZADO DEL 96%,1,N/A
SAQUINAVIR (EN FORMA DE MESILATO DE SAQUINAVIR),1,N/A
SULEPTANATO DE METILPREDNISOLONA EQUIVALENTE A METILPREDNISOLONA (100 MG/ML),1,N/A
GINKGO BILOBA ( CONTIENE NO MENOS DE 24 % DE GLICOSIDOS FLAVONÓLICOS TOTALES),1,N/A
CLORURODE MAGNESIO 6H2OION MAGNESIO 0.5 MMOL/L (1.0 MEQ/L),1,N/A
AMPICILINA TRIHIDRATO( EQUVALENTE A AMPICILINA 500 MG.),1,N/A
FOSFATO DE CLINDAMICINA EQUIVALENTE A 600 MG DE CLINDAMICINA BASE,1,N/A
SOLUCIÓN AL 50% DE LACTATO DE SODIO EQUIVALENTE A LACTATO DE SODIO,1,N/A
DEXTROSA MONOHIDRATO 4.399 G EQUIVALENTE A 4 G DEXTROSA ANHIDRA,1,N/A
CARBONATO DE CALCIO USP,1,N/A
GENTAMICINA SULFATO EQUIVALENTA A GENTAMICINA,1,N/A
SILDENAFILO CITRATO 70 MG EQUIVALENTE A SILDENAFILO BASE:,1,N/A
MAGNESIUM (MAGNESIUM OXIDE),1,N/A
MOLIBDATO DE SODIO.2H2O,1,N/A
VITAMINA B3 (NIACINAMIDA),1,N/A
GUAFENESINA,1,N/A
CARBONATO DE SODIO ANHIDRO,1,N/A
DICLOXACLINA SODICA EQUIVALENTE A DICLOXACILINA BASE,1,N/A
PENICILINA G SÓDICA (0.1197G),1,N/A
DESLORATADINA EN MICROGRANULOS,1,N/A
QUETIAPINA HEMIFUMARATO 115.13MG (EQUIVALENTE A QUETIAPINA BASE),1,N/A
VIRUS POLIO TIPO 1 ATENUADO (CEPA L SC 2 AB),1,N/A
ACIDO PANTOTENICO ( D- CALCIO PANTOTENATO),1,N/A
SULFATO DE NEOMICINA CORRESPONDIENTEA NEOMICINA,1,N/A
BETAMETASONA FOSFATO DISODICO,1,N/A
IBUPROFENO COMPRESION DIRECTA 66% EQUIVALENTE A IBUPROFENO,1,N/A
SODIUM PANTOTHNATE,1,N/A
HIERRI II GLUCONATO EQUIVALENTE APROXIMADAMENTE A 10.1 MG DE HIERRO ELEMENTAL,1,N/A
GLUCOSA ANHIDRA BP,1,N/A
AMPICILINA TRIHIDRATO 577.85 MG EQUIVALENTE A AMPICILINA,1,N/A
CAOLIN COLOIDAL USP,1,N/A
VITAMINA B2 FOSFATO,1,N/A
DEXTROMETORFANO BROMHIDRATO USP,1,N/A
OXIDO DE ALUMINIO,1,N/A
SECNIDAZOL (GRANULADO),1,N/A
ZANAMIVIR,1,N/A
ESCITALOPRAM OXALATO,1,N/A
INTERFERON BETA-1A RECOMBINANTE,1,N/A
VITAMINA B6( PIRIDOXINA CLORHIDRATO),1,N/A
HALCINONIDA,1,N/A
CLORURO CALCICO,1,N/A
VITAMINAK 1,1,N/A
NICOTINA POLACRILEX (20%),1,N/A
VITAMINA E 992.024 G EQUIVALENTE A,1,N/A
GLUCOSAMINA SULFATO CRISTALINA 314.00MG (EQUIVALENTE A SULFATO DE GLUCOSAMINA),1,N/A
PSEUDOEFEDRINA SULFATO POLVO,1,N/A
GLUCOSAMINA SULFATO CLORURO DE SODIO,1,N/A
CALAMINA =OXIDO DE ZINC,1,N/A
OMEPRAZOL ( EQUIVALENTEA 235.3 MG DE MICROGRANULOS),1,N/A
FACTOR VIII,1,N/A
L-LISINA ACETATO,1,N/A
SUCCINATO DE SOLIFENACINA,1,N/A
RANITIDINA CLORHIDRATOEQUIVALENTE A RANITIDINA,1,N/A
ESCITALOPRAM OXALATO EQUIVALENTE A ESCITALOPRAM 20 MG,1,N/A
GENTAMICINA SULFATO 65.45 MG. EQUIVALENTE A GENTAMICINA BASE,1,N/A
LACTATO DE CALCIO 5 H2O,1,N/A
RETINOL(PALMITATO DE VITAMINA A),1,N/A
LEUCOVORINA CALCICA 16.20 MG EQUIVALENTE A 15 MG DE LEUCOVORINA,1,N/A
MANGANESO (SULFATO),1,N/A
SERTRALINA CLORHIDRATO EQUIVALENTE A50.00MG DE SERTRALINA BASE,1,N/A
ALENDRONATO MONOSÓDICO TRIHIDRATO (EQUIVALENTE A 5.00 MG DE ACIDO ALENDRÓNICO),1,N/A
